Postcode,Description,Latitude,Longitude
S10 2PX,S10 2PX,53.37729,-1.4944111
W1G 8QN,W1G 8QN,51.519818,-0.14762548
M7 4WR,M7 4WR,53.517273,-2.2551063
S40 2WG,S40 2WG,53.230919,-1.4237199
SO21 1RG,SO21 1RG,51.016031,-1.3160865
SW1P 3QB,SW1P 3QB,51.497255,-0.12829858
HU2 8HX,HU2 8HX,53.747963,-0.34392262
LS2 9JT,LS2 9JT,53.808478,-1.5527924
SE3 0QA,SE3 0QA,51.466671,0.005987664
BS32 4QW,BS32 4QW,51.549237,-2.5552612
W1W 5DS,W1W 5DS,51.522532,-0.14408461
SS0 9PE,SS0 9PE,51.545685,0.68528059
N12 8QA,N12 8QA,51.618752,-0.17747417
SE3 7DW,SE3 7DW,,
WD24 5HW,WD24 5HW,51.673513,-0.40475512
HP12 3UR,HP12 3UR,51.628862,-0.77835611
PR6 0LP,PR6 0LP,53.645837,-2.6183758
LS7 2BB,LS7 2BB,53.80845,-1.5360732
RG22 4QF,RG22 4QF,51.225736,-1.1411365
RG21 6XE,RG21 6XE,51.273553,-1.1036037
SK13 8DA,SK13 8DA,53.443164,-1.9482021
SE13 6JE,SE13 6JE,51.453513,-0.005485099
SA15 1UH,SA15 1UH,51.680552,-4.1624899
SA19 6EN,SA19 6EN,51.883027,-3.9924835
SE9 2PH,SE9 2PH,51.450204,0.081877121
NP18 2NT,NP18 2NT,51.604065,-2.9017231
CF15 8GJ,CF15 8GJ,51.512404,-3.2429569
NE42 5HN,NE42 5HN,54.961385,-1.8479357
RH4 3HY,RH4 3HY,51.229848,-0.33679913
BA1 2UB,BA1 2UB,51.390604,-2.3692055
CF64 1AT,CF64 1AT,51.439696,-3.1676323
IG8 7HG,IG8 7HG,51.605055,0.037527304
AL8 7HF,AL8 7HF,51.816848,-0.20188984
SA5 5EG,SA5 5EG,51.647254,-3.9756788
OX16 0LY,OX16 0LY,52.059026,-1.3630551
TN4 8AS,TN4 8AS,51.136984,0.26106764
M21 7SA,M21 7SA,53.432725,-2.268597
W14 0HN,W14 0HN,51.498755,-0.21825458
W4 2HA,W4 2HA,51.491764,-0.25631167
N5 2RT,N5 2RT,51.554865,-0.090087805
BN1 8UE,BN1 8UE,50.866387,-0.1456633
RH1 3NS,RH1 3NS,51.260577,-0.13460311
TW10 7LS,TW10 7LS,51.433401,-0.31206737
GU9 8HT,GU9 8HT,51.204307,-0.7711112
NW1 3EE,NW1 3EE,51.52799,-0.1389898
WA1 1SL,WA1 1SL,53.388604,-2.597033
SM5 2ST,SM5 2ST,51.376496,-0.17064522
WD6 3JZ,WD6 3JZ,51.646951,-0.28178735
TN24 8DH,TN24 8DH,51.150602,0.88462057
PO7 7SQ,PO7 7SQ,50.886223,-1.0431439
EN3 6EQ,EN3 6EQ,51.667031,-0.025563294
RM8 3RP,RM8 3RP,51.559086,0.12666475
BS23 1NF,BS23 1NF,51.350097,-2.9741971
GU19 5AX,GU19 5AX,51.361722,-0.69185436
SE28 8PF,SE28 8PF,51.509024,0.12810819
SW13 9LN,SW13 9LN,51.473737,-0.25046181
TF10 7AT,TF10 7AT,52.768271,-2.3781795
BD23 2QR,BD23 2QR,53.945709,-2.0167684
PO22 0JP,PO22 0JP,50.83524,-0.63586157
RH15 0JE,RH15 0JE,50.955544,-0.12297985
NG14 5ED,NG14 5ED,52.989386,-1.0346678
OX25 2AH,OX25 2AH,,
G74 3DX,G74 3DX,55.767615,-4.1637053
LL55 3PL,LL55 3PL,53.147465,-4.1670074
BD23 1SX,BD23 1SX,53.958575,-2.0353056
SS2 4BW,SS2 4BW,51.551372,0.72336848
DE14 1SN,DE14 1SN,52.811445,-1.6262128
NR19 1FQ,NR19 1FQ,52.679918,0.94206464
L23 7TW,L23 7TW,53.491675,-3.0302355
EX23 8BX,EX23 8BX,50.831601,-4.5456066
LE14 2HW,LE14 2HW,52.683642,-0.92075426
WD4 8DF,WD4 8DF,51.717838,-0.45688927
CV3 4GA,CV3 4GA,52.385332,-1.4881526
SE3 7BH,SE3 7BH,51.473833,0.023552935
PE33 0LD,PE33 0LD,52.716925,0.41167307
DN6 0HP,DN6 0HP,53.622223,-1.098926
LE2 0QR,LE2 0QR,52.629116,-1.1220859
E15 3BS,E15 3BS,51.527952,0.007296159
SN25 2RA,SN25 2RA,,
LU2 8HS,LU2 8HS,51.903462,-0.38111197
M21 9AS,M21 9AS,53.442759,-2.2789429
HD4 6AB,HD4 6AB,53.638344,-1.7799172
M16 8EE,M16 8EE,53.452318,-2.2570656
RM9 5XT,RM9 5XT,51.549924,0.1305214
M33 6JT,M33 6JT,53.431891,-2.3322277
MK8 0EW,MK8 0EW,52.029478,-0.80494642
TQ1 1DD,TQ1 1DD,50.461972,-3.5239437
B12 0RT,B12 0RT,52.471062,-1.8860883
GU15 4BN,GU15 4BN,51.352493,-0.72006301
CM20 1YS,CM20 1YS,51.770843,0.092165122
B79 7JS,B79 7JS,52.636286,-1.6900783
NR30 2PW,NR30 2PW,52.603509,1.7301836
KT3 5JT,KT3 5JT,51.391471,-0.2568932
DA11 0SE,DA11 0SE,51.438947,0.36297909
LE5 5HW,LE5 5HW,52.627148,-1.1053569
DY2 7EU,DY2 7EU,52.505385,-2.0660614
TF3 3BA,TF3 3BA,52.675578,-2.4210968
NP20 4HJ,NP20 4HJ,51.586135,-3.0047287
RH11 0QP,RH11 0QP,51.109781,-0.22868316
N15 5JX,N15 5JX,51.583285,-0.073826887
B76 2UJ,B76 2UJ,52.558636,-1.8004572
NE26 3QR,NE26 3QR,55.04504,-1.4517405
TS19 8NT,TS19 8NT,54.585337,-1.3560051
RM10 7NU,RM10 7NU,51.553989,0.15415275
NG5 9NZ,NG5 9NZ,53.011996,-1.1655959
E17 4JP,E17 4JP,51.596643,-0.009356434
HP14 3AG,HP14 3AG,51.644697,-0.80291933
EC4A 4AB,EC4A 4AB,51.515704,-0.1040206
PE1 5DD,PE1 5DD,52.574094,-0.23600004
IG9 5AD,IG9 5AD,51.619143,0.042376526
BD19 3AT,BD19 3AT,53.723819,-1.72605
KT9 2PJ,KT9 2PJ,51.363066,-0.30989971
CB1 9YH,CB1 9YH,52.183581,0.18357488
RM1 2NX,RM1 2NX,51.575872,0.1903738
RM1 2NX,RM1 2NX,51.575872,0.1903738
CW11 3AE,CW11 3AE,53.148802,-2.3985019
CA3 0LJ,CA3 0LJ,54.929982,-2.9567462
BA4 6QH,BA4 6QH,51.123937,-2.5331833
BS36 2SW,BS36 2SW,51.524592,-2.4795614
L1 0AB,L1 0AB,53.397164,-2.9803208
N9 0PZ,N9 0PZ,51.620122,-0.063643135
HA8 8JS,HA8 8JS,51.621623,-0.27527556
CF24 2DS,CF24 2DS,51.48193,-3.1532152
EH16 4BB,EH16 4BB,55.935312,-3.1395368
ME2 4HU,ME2 4HU,51.39308,0.51342512
CF24 2DS,CF24 2DS,51.48193,-3.1532152
BH2 5QY,BH2 5QY,50.720464,-1.8895677
CF24 2DS,CF24 2DS,51.48193,-3.1532152
B11 1XQ,B11 1XQ,52.460777,-1.8766808
S10 2TN,S10 2TN,53.381957,-1.4886732
BN13 1FF,BN13 1FF,,
LS25 1AF,LS25 1AF,53.795403,-1.3885055
S13 9QB,S13 9QB,53.368022,-1.3713155
SW7 3RP,SW7 3RP,51.490712,-0.18169183
N19 5NJ,N19 5NJ,51.568477,-0.13801513
L37 7AT,L37 7AT,53.569982,-3.0615395
PR1 6TE,PR1 6TE,53.768931,-2.687728
SK13 8EX,SK13 8EX,53.443403,-1.9596437
HA8 8QW,HA8 8QW,51.626638,-0.27995429
WD7 8DF,WD7 8DF,51.680464,-0.32849884
NN18 9EZ,NN18 9EZ,52.461246,-0.73687416
NG10 1HP,NG10 1HP,52.899534,-1.2702751
GU24 8JE,GU24 8JE,51.354889,-0.56594065
NG5 1BH,NG5 1BH,52.973591,-1.1588451
DH1 3RP,DH1 3RP,54.777466,-1.5766259
BH21 7PT,BH21 7PT,50.806779,-1.9167269
CR7 7JP,CR7 7JP,51.393833,-0.11216845
E16 1JB,E16 1JB,51.51348,0.013779579
NR2 3PF,NR2 3PF,52.628904,1.2686857
SM1 1HN,SM1 1HN,51.360145,-0.19133429
SG5 2SZ,SG5 2SZ,51.961529,-0.2876003
GU52 0XN,GU52 0XN,51.259854,-0.84904244
SK14 4DW,SK14 4DW,53.457684,-2.0624005
EC4M 9AF,EC4M 9AF,51.513622,-0.095978534
HP4 1QE,HP4 1QE,51.805871,-0.55189272
SW1V 1AA,SW1V 1AA,51.495671,-0.14183351
RM16 2NR,RM16 2NR,51.494629,0.34573132
RG9 6HF,RG9 6HF,51.597022,-0.92938918
LN1 1EZ,LN1 1EZ,53.23236,-0.5420607
G2 4HU,G2 4HU,55.864281,-4.2626846
BT71 6JT,BT71 6JT,,
CF24 2FY,CF24 2FY,51.480553,-3.1642258
SE1 0AS,SE1 0AS,51.503409,-0.096130508
NW3 6DT,NW3 6DT,51.54963,-0.18225718
LE11 1QJ,LE11 1QJ,52.78249,-1.2031876
CF15 9SS,CF15 9SS,51.534547,-3.2610489
BD21 3JD,BD21 3JD,53.869414,-1.9090674
CV6 5FA,CV6 5FA,,
CV35 8DS,CV35 8DS,52.240286,-1.6064529
NR32 1DZ,NR32 1DZ,52.474237,1.7520036
L17 9PW,L17 9PW,53.374553,-2.9382696
L17 9PW,L17 9PW,53.374553,-2.9382696
E15 1HE,E15 1HE,51.54847,0.008545335
SW15 2BF,SW15 2BF,,
TA1 5LZ,TA1 5LZ,51.010401,-3.1277372
WV10 6AB,WV10 6AB,52.617743,-2.1285321
DL16 7HE,DL16 7HE,54.676561,-1.5915708
CM8 3DR,CM8 3DR,51.807033,0.64651862
NE40 3BB,NE40 3BB,54.970891,-1.776559
CM20 3JW,CM20 3JW,51.775168,0.11077496
MK41 0FH,MK41 0FH,52.155612,-0.41225328
EC2M 5PP,EC2M 5PP,51.517153,-0.085799613
SN12 6LH,SN12 6LH,51.355581,-2.1433866
DE4 5EW,DE4 5EW,53.136238,-1.5370646
E17 3BJ,E17 3BJ,51.588946,-0.015265297
SE13 5PT,SE13 5PT,51.461345,-0.006540018
LS8 5AZ,LS8 5AZ,53.815197,-1.5236508
RM17 5LA,RM17 5LA,51.482465,0.32613778
L1 9ER,L1 9ER,53.399917,-2.9733904
SS14 3RH,SS14 3RH,51.575701,0.48937
LU2 7PN,LU2 7PN,51.889032,-0.41559074
RM8 2YJ,RM8 2YJ,51.547892,0.12056078
NE15 7PL,NE15 7PL,54.975028,-1.6780826
KT17 1SP,KT17 1SP,51.349003,-0.24871153
KT17 3NS,KT17 3NS,51.318022,-0.2366604
BN10 8AQ,BN10 8AQ,50.805584,0.007414415
B43 5HN,B43 5HN,52.540488,-1.9468032
NW3 4QG,NW3 4QG,51.550621,-0.1656159
RM8 2GP,RM8 2GP,,
GL2 2GU,GL2 2GU,51.819544,-2.2666507
RG12 8XH,RG12 8XH,51.395072,-0.77060701
IG1 2UG,IG1 2UG,51.550982,0.083662482
PE2 6LR,PE2 6LR,52.551399,-0.3192875
IG10 4PL,IG10 4PL,51.643903,0.052493817
TW8 8QP,TW8 8QP,51.481743,-0.30452245
BT12 5GH,BT12 5GH,,
BL6 6SX,BL6 6SX,53.586201,-2.5420501
M90 3DQ,M90 3DQ,53.366152,-2.2741438
GU6 7RH,GU6 7RH,51.149723,-0.43989599
HP22 5JT,HP22 5JT,51.797176,-0.70691815
TW12 1EG,TW12 1EG,51.431983,-0.37855454
SE18 2AR,SE18 2AR,51.477382,0.1049611
EC1V 2NX,EC1V 2NX,51.527269,-0.089123626
NN16 9LW,NN16 9LW,52.411392,-0.71837732
E16 1LR,E16 1LR,51.514377,0.015966662
WN7 4NP,WN7 4NP,53.495908,-2.5144578
SW11 5QL,SW11 5QL,51.465487,-0.15515341
PO8 0BT,PO8 0BT,50.918464,-0.9994343
WD17 2BP,WD17 2BP,51.655225,-0.39631853
MK40 3HR,MK40 3HR,52.137243,-0.46529107
RM1 1DL,RM1 1DL,51.581738,0.17721748
WF12 8AT,WF12 8AT,53.691341,-1.6251478
BR1 3RA,BR1 3RA,51.410491,0.0103437
LU5 4DW,LU5 4DW,51.88784,-0.52229054
WC1X 8TY,WC1X 8TY,51.523373,-0.11507573
UB1 1RJ,UB1 1RJ,51.509058,-0.37802466
IP17 1BN,IP17 1BN,52.214793,1.4890002
S45 8DL,S45 8DL,53.168204,-1.3843658
SS14 1PZ,SS14 1PZ,51.570968,0.47631048
HD4 5PN,HD4 5PN,53.632471,-1.8207931
LL11 6BS,LL11 6BS,53.077453,-3.0480528
CM13 1LX,CM13 1LX,51.632182,0.3477793
E16 2SE,E16 2SE,51.500286,0.031597238
NW1 0LJ,NW1 0LJ,51.53581,-0.13536886
CV6 6RD,CV6 6RD,52.459112,-1.4752738
E4 6ST,E4 6ST,51.619693,-0.016943194
NG8 2RH,NG8 2RH,52.943484,-1.2317078
SE1 6QP,SE1 6QP,51.495847,-0.09559565
DA8 2NT,DA8 2NT,51.469651,0.18973123
EN7 6JL,EN7 6JL,51.716558,-0.062132151
UB6 0NY,UB6 0NY,51.548226,-0.3374168
NW11 7PE,NW11 7PE,51.573911,-0.19632594
WD19 4NY,WD19 4NY,51.634461,-0.40278763
SW17 0SG,SW17 0SG,51.42337,-0.17324737
N12 0DR,N12 0DR,51.610924,-0.17833654
CB1 7UF,CB1 7UF,52.187207,0.14131155
NP8 1BD,NP8 1BD,51.858923,-3.1374195
HA5 4RQ,HA5 4RQ,51.60655,-0.37853859
DT1 1RD,DT1 1RD,50.709902,-2.4419079
BD19 4EZ,BD19 4EZ,53.729672,-1.7152806
M43 7YJ,M43 7YJ,53.485597,-2.1497724
NW6 5FL,NW6 5FL,,
CT9 5RW,CT9 5RW,51.381368,1.3639713
TN23 3SG,TN23 3SG,,
EX3 0DB,EX3 0DB,50.703976,-3.4658823
N1 7GU,N1 7GU,,
SE24 0ED,SE24 0ED,51.456709,-0.10102517
RH16 3PD,RH16 3PD,50.998913,-0.085528851
MK45 5AT,MK45 5AT,52.008365,-0.53118928
WR11 1DE,WR11 1DE,52.085518,-1.9405132
EX5 1AY,EX5 1AY,50.669437,-3.4124037
DE22 1DA,DE22 1DA,52.939746,-1.4812659
RM12 4JU,RM12 4JU,51.559857,0.19945803
NG1 6HH,NG1 6HH,52.952233,-1.1552257
EX17 3LQ,EX17 3LQ,50.790838,-3.6588045
EX4 4JA,EX4 4JA,50.726531,-3.5364517
EX1 1JA,EX1 1JA,50.721103,-3.5299557
TA4 1EL,TA4 1EL,51.003323,-3.1517804
TQ12 4AA,TQ12 4AA,50.531866,-3.5993568
EX2 9QD,EX2 9QD,50.689813,-3.5424295
EC1V 9BD,EC1V 9BD,51.524801,-0.092729995
EX4 6SG,EX4 6SG,50.729414,-3.5195993
EX1 1PR,EX1 1PR,50.722956,-3.5271684
EX4 1EP,EX4 1EP,50.72006,-3.5456609
CB5 8EP,CB5 8EP,52.208158,0.13488353
SN15 4DL,SN15 4DL,51.5258,-1.9580636
OL15 9AD,OL15 9AD,53.644492,-2.0974531
BS6 7SX,BS6 7SX,51.480516,-2.6057337
BS9 4NG,BS9 4NG,51.488821,-2.6081338
RH11 8NG,RH11 8NG,51.107477,-0.21148606
NW11 7XN,NW11 7XN,51.582307,-0.19495429
WC1A 2SE,WC1A 2SE,51.517491,-0.12514852
SE13 5FL,SE13 5FL,,
NN4 9ET,NN4 9ET,,
E5 8DG,E5 8DG,51.55811,-0.057160759
CR0 1TL,CR0 1TL,51.376719,-0.10213884
NW10 7PN,NW10 7PN,51.537454,-0.28435669
G4 9XA,G4 9XA,55.87507,-4.2531928
HA4 9EG,HA4 9EG,51.568916,-0.39349898
HA7 1JS,HA7 1JS,51.60329,-0.29693762
NG5 5UF,NG5 5UF,52.993161,-1.1665399
WV4 4BW,WV4 4BW,52.568607,-2.156258
L20 3DL,L20 3DL,53.448247,-2.9902755
MK9 3BN,MK9 3BN,52.040076,-0.76197387
M14 7JP,M14 7JP,53.450849,-2.2418033
LU3 4BU,LU3 4BU,51.9203,-0.43204186
BB8 8AT,BB8 8AT,53.851495,-2.1765246
NE33 1RF,NE33 1RF,54.994648,-1.4345931
WS11 0EL,WS11 0EL,52.673115,-2.0254385
W14 8TS,W14 8TS,51.492591,-0.2032684
SW1V 4AH,SW1V 4AH,51.487254,-0.14576231
BN21 3YA,BN21 3YA,50.771062,0.28015172
LE3 5GF,LE3 5GF,52.64365,-1.1474373
BD9 4RX,BD9 4RX,53.811653,-1.7801505
SN15 3DD,SN15 3DD,51.456806,-2.1124722
RG19 4GU,RG19 4GU,51.397129,-1.243912
CV2 2TX,CV2 2TX,52.435566,-1.4342493
NE3 5QJ,NE3 5QJ,55.027007,-1.6140471
CH64 0UX,CH64 0UX,53.276221,-3.0626282
SS0 9AN,SS0 9AN,51.54896,0.69891783
WA13 0AJ,WA13 0AJ,53.378778,-2.4777331
BL1 4AP,BL1 4AP,53.582159,-2.4432905
S10 1RD,S10 1RD,53.387129,-1.5086534
M1 3BE,M1 3BE,53.480507,-2.2347393
KT6 6QH,KT6 6QH,51.38622,-0.30232084
WS10 7NR,WS10 7NR,52.549811,-2.0240834
LE14 2DD,LE14 2DD,52.699637,-0.91599426
W1T 6AD,W1T 6AD,51.523726,-0.14230618
ML11 7NE,ML11 7NE,55.675438,-3.7814678
YO17 7AA,YO17 7AA,54.134305,-0.79830539
HX6 2PF,HX6 2PF,53.712545,-1.9063597
E17 5JF,E17 5JF,51.590136,-0.023413435
BT34 3EU,BT34 3EU,,
LE15 9NB,LE15 9NB,52.588639,-0.72155329
B74 2QL,B74 2QL,52.577001,-1.8344764
MK17 8DZ,MK17 8DZ,52.012897,-0.63279273
TS19 7QB,TS19 7QB,54.565269,-1.3575895
M1 2JQ,M1 2JQ,53.480891,-2.2266949
DE24 8FW,DE24 8FW,52.897147,-1.465274
SM4 6JY,SM4 6JY,51.390646,-0.18947059
SE1 4YH,SE1 4YH,51.499249,-0.093004528
N13 5BS,N13 5BS,51.618695,-0.096278586
B10 9QT,B10 9QT,52.473318,-1.8536649
DA17 6DZ,DA17 6DZ,51.490044,0.1622866
DA1 2JD,DA1 2JD,51.441303,0.21142766
NW3 5RT,NW3 5RT,51.549722,-0.17946979
SA7 9AP,SA7 9AP,51.660534,-3.8983953
PL6 8BU,PL6 8BU,50.416869,-4.1099608
E12 6RG,E12 6RG,51.546001,0.050940343
LS20 9AT,LS20 9AT,53.876234,-1.709511
SK4 4PX,SK4 4PX,53.424871,-2.1876915
PR2 9QH,PR2 9QH,53.786936,-2.7105317
SE16 2XB,SE16 2XB,51.498653,-0.054561215
N1 7GU,N1 7GU,,
TS1 3QW,TS1 3QW,54.570257,-1.2383941
BD9 5HT,BD9 5HT,53.80854,-1.7933478
SW15 2BF,SW15 2BF,,
HA1 2EN,HA1 2EN,51.580149,-0.33300467
LN8 6HB,LN8 6HB,53.443806,-0.18775238
N21 3NA,N21 3NA,51.632696,-0.099001482
SO50 9DT,SO50 9DT,50.97012,-1.3596855
B33 8QR,B33 8QR,52.480599,-1.8083488
BT15 2GG,BT15 2GG,,
CT13 9ND,CT13 9ND,51.283909,1.3456656
BT36 4PE,BT36 4PE,,
M2 4JB,M2 4JB,53.480362,-2.244578
BT41 2RU,BT41 2RU,,
NR13 6PT,NR13 6PT,52.675009,1.3752733
M26 4HL,M26 4HL,53.573174,-2.334528
UB7 9EP,UB7 9EP,51.502893,-0.45760447
DY2 7RA,DY2 7RA,52.510626,-2.065922
WC2N 4AL,WC2N 4AL,51.510885,-0.12761027
DN6 9HH,DN6 9HH,53.632034,-1.1653474
N12 0AF,N12 0AF,51.603385,-0.17518703
YO30 5PA,YO30 5PA,53.976812,-1.1099262
RG2 8PU,RG2 8PU,51.416495,-0.96159532
SK17 8RG,SK17 8RG,53.297047,-1.7332868
CF14 4AP,CF14 4AP,51.5085,-3.1972444
B44 9BT,B44 9BT,52.550866,-1.8873128
BL1 8EL,BL1 8EL,53.592043,-2.4319119
BL1 3NL,BL1 3NL,53.590648,-2.4349041
BB2 5LL,BB2 5LL,53.733746,-2.5191779
OL7 9TH,OL7 9TH,53.507312,-2.0988562
PE6 7BL,PE6 7BL,,
NW1 8NY,NW1 8NY,51.543307,-0.14199917
SO51 8JG,SO51 8JG,50.991539,-1.4996942
B11 1JL,B11 1JL,52.466303,-1.8741777
SK11 7JW,SK11 7JW,53.249366,-2.1191658
BT1 1LA,BT1 1LA,,
BB9 7EG,BB9 7EG,53.836512,-2.2153321
BD4 7JZ,BD4 7JZ,53.782566,-1.7389015
S5 6WQ,S5 6WQ,53.40963,-1.4474688
WD7 9LH,WD7 9LH,51.6946,-0.28854925
DE1 2GJ,DE1 2GJ,52.916827,-1.4778811
BL3 6LS,BL3 6LS,53.566667,-2.4446081
B11 2NB,B11 2NB,52.455608,-1.8608755
IG3 9JX,IG3 9JX,51.560708,0.098534559
HD8 0FZ,HD8 0FZ,53.638744,-1.7253607
B70 6PN,B70 6PN,52.512999,-1.9818322
TN4 0PL,TN4 0PL,51.154815,0.25983712
TW7 5GE,TW7 5GE,51.474645,-0.33503909
HU3 6UU,HU3 6UU,53.743655,-0.38730951
CF37 2BW,CF37 2BW,51.603554,-3.3410359
BD18 3QW,BD18 3QW,53.834163,-1.7777231
SO40 3SA,SO40 3SA,50.933178,-1.5058844
CF31 1BX,CF31 1BX,51.505388,-3.5766763
LS7 3QB,LS7 3QB,53.830797,-1.5390019
WD7 7ER,WD7 7ER,51.684901,-0.31237925
LE11 3YB,LE11 3YB,52.753015,-1.2391808
HA6 2FR,HA6 2FR,51.607233,-0.42478431
HA0 1UJ,HA0 1UJ,51.541196,-0.2936903
CT20 1DZ,CT20 1DZ,51.080304,1.1804014
NULL,NULL,,
MK42 8BH,MK42 8BH,52.119742,-0.49218369
B91 3LS,B91 3LS,52.402501,-1.807805
B5 7TN,B5 7TN,52.45286,-1.9110478
IP31 3PP,IP31 3PP,52.251421,0.80458101
WV14 0AX,WV14 0AX,52.565314,-2.0764491
BD14 6SQ,BD14 6SQ,53.781522,-1.8278689
M16 9LD,M16 9LD,53.458993,-2.2671514
MK7 6JE,MK7 6JE,52.030478,-0.69741558
BB8 0AD,BB8 0AD,53.856163,-2.1742334
HD2 2RH,HD2 2RH,53.657912,-1.7955823
M1 3BE,M1 3BE,53.480507,-2.2347393
E1 8AA,E1 8AA,51.513763,-0.07318683
CF31 1BX,CF31 1BX,51.505388,-3.5766763
B66 1DT,B66 1DT,52.497778,-1.9752246
WS13 7FE,WS13 7FE,52.687346,-1.8384983
B10 0SN,B10 0SN,52.472002,-1.8652109
S62 5AL,S62 5AL,53.464695,-1.3396424
DY4 7HF,DY4 7HF,52.530157,-2.0326075
GU34 2JR,GU34 2JR,51.159122,-0.9747902
M33 5BG,M33 5BG,53.418591,-2.3406702
IG3 9JX,IG3 9JX,51.560708,0.098534559
IG3 9JX,IG3 9JX,51.560708,0.098534559
LE5 4LE,LE5 4LE,52.638995,-1.0920072
NR1 1RY,NR1 1RY,52.627623,1.3073286
PL25 4PN,PL25 4PN,50.334394,-4.7714633
CV6 4AD,CV6 4AD,52.434351,-1.5062509
SL4 1DE,SL4 1DE,51.4806,-0.61154102
SG1 1BS,SG1 1BS,51.900743,-0.20128913
B28 8EZ,B28 8EZ,52.435118,-1.8518938
LE1 7EA,LE1 7EA,52.628899,-1.1255179
EN5 3AW,EN5 3AW,51.647949,-0.2219801
ST17 0UH,ST17 0UH,52.785506,-2.0421406
OL12 6SZ,OL12 6SZ,53.619213,-2.166346
BB2 6QB,BB2 6QB,53.749869,-2.5298707
DE6 1BW,DE6 1BW,53.0151,-1.7334319
UB3 1TN,UB3 1TN,51.500479,-0.43557046
LE15 7NZ,LE15 7NZ,52.68985,-0.7500399
L3 9NG,L3 9NG,53.409821,-2.9933089
NW7 4QD,NW7 4QD,51.623269,-0.25097164
BT4 1HJ,BT4 1HJ,,
PE36 5HD,PE36 5HD,52.940192,0.49113955
G11 7EU,G11 7EU,55.879754,-4.3184258
IG1 4JB,IG1 4JB,51.564522,0.0792603
CF14 1SR,CF14 1SR,51.516886,-3.2107523
BT4 1HJ,BT4 1HJ,,
EH15 1JG,EH15 1JG,55.939524,-3.1377713
BT4 1HJ,BT4 1HJ,,
BT36 5WZ,BT36 5WZ,,
BT4 1HJ,BT4 1HJ,,
BT4 1HJ,BT4 1HJ,,
LS22 6LN,LS22 6LN,53.928577,-1.38647
TW5 0DR,TW5 0DR,51.482769,-0.38095939
TN14 5AA,TN14 5AA,51.289188,0.2030782
BL9 8NW,BL9 8NW,53.556714,-2.2831041
HX3 7EX,HX3 7EX,53.74199,-1.8321694
B17 0EY,B17 0EY,52.455509,-1.952144
BT4 1HJ,BT4 1HJ,,
HX1 5LG,HX1 5LG,53.724029,-1.8741599
IP1 4JJ,IP1 4JJ,52.074643,1.140614
RG12 1RL,RG12 1RL,51.414006,-0.77540544
UB10 0LY,UB10 0LY,51.529418,-0.44523264
BS41 9FF,BS41 9FF,51.426483,-2.6706494
BT4 1HJ,BT4 1HJ,,
EH7 4EA,EH7 4EA,55.962307,-3.1960926
EH3 7RA,EH3 7RA,55.949886,-3.215727
M34 3GG,M34 3GG,53.457488,-2.1278211
CV11 5SA,CV11 5SA,52.516889,-1.4709462
HA0 4TL,HA0 4TL,51.551355,-0.29907976
DY8 1LT,DY8 1LT,52.454434,-2.1426383
DY8 1LT,DY8 1LT,52.454434,-2.1426383
E4 7BE,E4 7BE,51.631947,0.004919311
EH3 7BD,EH3 7BD,55.950021,-3.212048
DA3 7QD,DA3 7QD,51.397819,0.3002752
CM2 6RF,CM2 6RF,51.736592,0.50654784
AL5 4HN,AL5 4HN,51.82531,-0.35422554
CR0 2LX,CR0 2LX,51.375175,-0.095104565
LE4 9LJ,LE4 9LJ,52.657435,-1.0841002
HR4 9TA,HR4 9TA,52.069224,-2.7174121
BD13 1BB,BD13 1BB,53.769981,-1.8400534
TW9 3QB,TW9 3QB,51.477532,-0.28578515
AL1 3SE,AL1 3SE,51.75078,-0.33026499
B65 0BJ,B65 0BJ,52.474738,-2.049541
LE5 2BE,LE5 2BE,52.640031,-1.0795277
EN5 5TZ,EN5 5TZ,51.653326,-0.19891425
ST4 8ES,ST4 8ES,52.975718,-2.1969953
ST4 8ES,ST4 8ES,52.975718,-2.1969953
BN27 1DW,BN27 1DW,50.864235,0.25767888
HA5 1HW,HA5 1HW,51.586492,-0.38140352
SM1 4DS,SM1 4DS,51.368375,-0.19030606
BD4 8JJ,BD4 8JJ,53.7872,-1.7135712
CH1 1DA,CH1 1DA,53.189889,-2.8879702
MK9 2HR,MK9 2HR,52.039541,-0.76413186
WD17 4PU,WD17 4PU,51.66696,-0.40096532
IP12 1AH,IP12 1AH,52.093836,1.3196731
RH12 4HT,RH12 4HT,51.074914,-0.30317492
RM17 6BU,RM17 6BU,51.475297,0.3306694
B65 0HP,B65 0HP,52.475344,-2.0388384
PO2 0AJ,PO2 0AJ,50.814206,-1.0705777
SP6 3NL,SP6 3NL,50.964759,-1.8403044
NE11 0RT,NE11 0RT,54.925492,-1.6178586
CH65 9HQ,CH65 9HQ,53.260029,-2.8930807
B9 5XF,B9 5XF,52.478248,-1.8424146
B13 9BJ,B13 9BJ,52.449763,-1.8754461
LE2 3YT,LE2 3YT,52.600327,-1.114334
LE19 1SD,LE19 1SD,52.595379,-1.1905084
LS12 4PB,LS12 4PB,53.789623,-1.6018384
B60 4BD,B60 4BD,52.298698,-2.0754597
B60 4BD,B60 4BD,52.298698,-2.0754597
E11 3AW,E11 3AW,51.570205,0.014322991
BN11 5EF,BN11 5EF,50.806964,-0.39541973
CR4 2BY,CR4 2BY,51.41911,-0.16073201
BA3 2HG,BA3 2HG,51.284265,-2.4834623
